Year,Units,Degree of urbanisation,Federal state,GeoCode,Value
2013,m² per year,Non-rural areas,Baden-Wuerttemberg,code08,-1.0
2014,m² per year,Non-rural areas,Baden-Wuerttemberg,code08,-0.9
2015,m² per year,Non-rural areas,Baden-Wuerttemberg,code08,-0.9
2017,m² per year,Non-rural areas,Baden-Wuerttemberg,code08,-0.9
2018,m² per year,Non-rural areas,Baden-Wuerttemberg,code08,-0.8
2019,m² per year,Non-rural areas,Baden-Wuerttemberg,code08,-0.7
2020,m² per year,Non-rural areas,Baden-Wuerttemberg,code08,-0.7
2009,m² per year,Rural areas,Baden-Wuerttemberg,code08,-3.2
2010,m² per year,Rural areas,Baden-Wuerttemberg,code08,-3.1
2011,m² per year,Rural areas,Baden-Wuerttemberg,code08,-3.0
2012,m² per year,Rural areas,Baden-Wuerttemberg,code08,-3.1
2013,m² per year,Rural areas,Baden-Wuerttemberg,code08,-2.9
2014,m² per year,Rural areas,Baden-Wuerttemberg,code08,-2.8
2015,m² per year,Rural areas,Baden-Wuerttemberg,code08,-2.6
2017,m² per year,Rural areas,Baden-Wuerttemberg,code08,-2.6
2018,m² per year,Rural areas,Baden-Wuerttemberg,code08,-2.5
2019,m² per year,Rural areas,Baden-Wuerttemberg,code08,-2.5
2020,m² per year,Rural areas,Baden-Wuerttemberg,code08,-2.6
2004,m² per year,,Bavaria,code09,-5.3
2005,m² per year,,Bavaria,code09,-4.9
2006,m² per year,,Bavaria,code09,-5.0
2007,m² per year,,Bavaria,code09,-5.0
2008,m² per year,,Bavaria,code09,-5.0
2009,m² per year,,Bavaria,code09,-5.1
2010,m² per year,,Bavaria,code09,-5.1
2011,m² per year,,Bavaria,code09,-8.5
2012,m² per year,,Bavaria,code09,-8.2
2013,m² per year,,Bavaria,code09,-7.9
2014,m² per year,,Bavaria,code09,-7.1
2015,m² per year,,Bavaria,code09,-3.5
2017,m² per year,,Bavaria,code09,-3.2
2018,m² per year,,Bavaria,code09,-3.1
2019,m² per year,,Bavaria,code09,-2.9
2020,m² per year,,Bavaria,code09,-3.1
2009,m² per year,Non-rural areas,Bavaria,code09,-1.5
2010,m² per year,Non-rural areas,Bavaria,code09,-1.7
2011,m² per year,Non-rural areas,Bavaria,code09,-2.0
2012,m² per year,Non-rural areas,Bavaria,code09,-1.7
2013,m² per year,Non-rural areas,Bavaria,code09,-1.5
2014,m² per year,Non-rural areas,Bavaria,code09,-1.3
2015,m² per year,Non-rural areas,Bavaria,code09,-0.8
2017,m² per year,Non-rural areas,Bavaria,code09,-1.1
2018,m² per year,Non-rural areas,Bavaria,code09,-1.1
2019,m² per year,Non-rural areas,Bavaria,code09,-1.0
2020,m² per year,Non-rural areas,Bavaria,code09,-0.8
2009,m² per year,Rural areas,Bavaria,code09,-6.0
2010,m² per year,Rural areas,Bavaria,code09,-6.8
2011,m² per year,Rural areas,Bavaria,code09,-12.6
2012,m² per year,Rural areas,Bavaria,code09,-10.6
2013,m² per year,Rural areas,Bavaria,code09,-10.2
2014,m² per year,Rural areas,Bavaria,code09,-9.3
2015,m² per year,Rural areas,Bavaria,code09,-4.5
2017,m² per year,Rural areas,Bavaria,code09,-4.0
2018,m² per year,Rural areas,Bavaria,code09,-3.9
2019,m² per year,Rural areas,Bavaria,code09,-3.7
2020,m² per year,Rural areas,Bavaria,code09,-4.0
2004,m² per year,,Berlin,code11,-0.3
2005,m² per year,,Berlin,code11,-0.3
2006,m² per year,,Berlin,code11,-0.2
2007,m² per year,,Berlin,code11,-0.3
2008,m² per year,,Berlin,code11,-0.3
2009,m² per year,,Berlin,code11,-0.4
2010,m² per year,,Berlin,code11,-0.4
2011,m² per year,,Berlin,code11,-0.3
2012,m² per year,,Berlin,code11,-0.1
2013,m² per year,,Berlin,code11,0.0
2014,m² per year,,Berlin,code11,0.1
2015,m² per year,,Berlin,code11,0.1
2017,m² per year,,Berlin,code11,-0.2
2018,m² per year,,Berlin,code11,-0.2
2019,m² per year,,Berlin,code11,-0.2
2020,m² per year,,Berlin,code11,-0.1
2004,m² per year,,Brandenburg,code12,-11.6
2005,m² per year,,Brandenburg,code12,-12.3
2006,m² per year,,Brandenburg,code12,-12.4
2007,m² per year,,Brandenburg,code12,-11.9
2008,m² per year,,Brandenburg,code12,-13.6
2009,m² per year,,Brandenburg,code12,-12.2
2010,m² per year,,Brandenburg,code12,-10.8
2011,m² per year,,Brandenburg,code12,-9.6
2012,m² per year,,Brandenburg,code12,-6.7
2013,m² per year,,Brandenburg,code12,-8.4
2014,m² per year,,Brandenburg,code12,-7.9
2015,m² per year,,Brandenburg,code12,-7.3
2017,m² per year,,Brandenburg,code12,-3.1
2018,m² per year,,Brandenburg,code12,-2.5
2019,m² per year,,Brandenburg,code12,-2.0
2020,m² per year,,Brandenburg,code12,-3.8
2009,m² per year,Non-rural areas,Brandenburg,code12,1.4
2010,m² per year,Non-rural areas,Brandenburg,code12,0.2
2011,m² per year,Non-rural areas,Brandenburg,code12,0.0
2012,m² per year,Non-rural areas,Brandenburg,code12,-0.8
2013,m² per year,Non-rural areas,Brandenburg,code12,-1.4
2014,m² per year,Non-rural areas,Brandenburg,code12,-1.4
2015,m² per year,Non-rural areas,Brandenburg,code12,-1.5
2017,m² per year,Non-rural areas,Brandenburg,code12,-1.1
2018,m² per year,Non-rural areas,Brandenburg,code12,-1.2
2019,m² per year,Non-rural areas,Brandenburg,code12,-1.1
2020,m² per year,Non-rural areas,Brandenburg,code12,-1.1
2009,m² per year,Rural areas,Brandenburg,code12,-10.5
2010,m² per year,Rural areas,Brandenburg,code12,-9.0
2011,m² per year,Rural areas,Brandenburg,code12,-7.7
2012,m² per year,Rural areas,Brandenburg,code12,-7.1
2013,m² per year,Rural areas,Brandenburg,code12,-9.0
2014,m² per year,Rural areas,Brandenburg,code12,-8.3
2015,m² per year,Rural areas,Brandenburg,code12,-7.7
2017,m² per year,Rural areas,Brandenburg,code12,-3.2
2018,m² per year,Rural areas,Brandenburg,code12,-2.7
2019,m² per year,Rural areas,Brandenburg,code12,-2.1
2020,m² per year,Rural areas,Brandenburg,code12,-4.0
2004,m² per year,,Bremen,code04,-0.8
2005,m² per year,,Bremen,code04,-0.8
2006,m² per year,,Bremen,code04,-0.8
2007,m² per year,,Bremen,code04,-1.1
2008,m² per year,,Bremen,code04,-1.1
2009,m² per year,,Bremen,code04,-0.8
2010,m² per year,,Bremen,code04,-1.1
2011,m² per year,,Bremen,code04,-0.8
2012,m² per year,,Bremen,code04,-1.5
2013,m² per year,,Bremen,code04,-1.5
2014,m² per year,,Bremen,code04,-1.5
2015,m² per year,,Bremen,code04,-1.1
2017,m² per year,,Bremen,code04,-0.8
2018,m² per year,,Bremen,code04,-0.3
2019,m² per year,,Bremen,code04,-0.4
2020,m² per year,,Bremen,code04,-0.2
2004,m² per year,,Hamburg,code02,-1.6
2005,m² per year,,Hamburg,code02,-2.2
2006,m² per year,,Hamburg,code02,-1.9
2007,m² per year,,Hamburg,code02,-1.6
2008,m² per year,,Hamburg,code02,-1.0
2009,m² per year,,Hamburg,code02,-0.6
2010,m² per year,,Hamburg,code02,-0.4
2011,m² per year,,Hamburg,code02,-0.3
2012,m² per year,,Hamburg,code02,-0.4
2013,m² per year,,Hamburg,code02,-0.6
2014,m² per year,,Hamburg,code02,0.0
2015,m² per year,,Hamburg,code02,0.4
2017,m² per year,,Hamburg,code02,1.2
2018,m² per year,,Hamburg,code02,0.8
2019,m² per year,,Hamburg,code02,0.4
2020,m² per year,,Hamburg,code02,0.0
2004,m² per year,,Hesse,code06,-2.4
2005,m² per year,,Hesse,code06,-2.5
2006,m² per year,,Hesse,code06,-2.3
2007,m² per year,,Hesse,code06,-2.3
2008,m² per year,,Hesse,code06,-2.1
2009,m² per year,,Hesse,code06,-2.1
2010,m² per year,,Hesse,code06,-2.2
2011,m² per year,,Hesse,code06,-1.7
2012,m² per year,,Hesse,code06,-1.9
2013,m² per year,,Hesse,code06,-1.7
2014,m² per year,,Hesse,code06,-1.6
2015,m² per year,,Hesse,code06,-1.8
2017,m² per year,,Hesse,code06,-2.2
2018,m² per year,,Hesse,code06,-2.1
2019,m² per year,,Hesse,code06,-2.1
2020,m² per year,,Hesse,code06,-1.5
2009,m² per year,Non-rural areas,Hesse,code06,-0.6
2010,m² per year,Non-rural areas,Hesse,code06,-0.9
2011,m² per year,Non-rural areas,Hesse,code06,-0.9
2012,m² per year,Non-rural areas,Hesse,code06,-1.1
2013,m² per year,Non-rural areas,Hesse,code06,-1.1
2014,m² per year,Non-rural areas,Hesse,code06,-1.3
2015,m² per year,Non-rural areas,Hesse,code06,-1.3
2017,m² per year,Non-rural areas,Hesse,code06,-1.4
2018,m² per year,Non-rural areas,Hesse,code06,-1.0
2019,m² per year,Non-rural areas,Hesse,code06,-0.8
2020,m² per year,Non-rural areas,Hesse,code06,-0.5
2009,m² per year,Rural areas,Hesse,code06,-3.2
2010,m² per year,Rural areas,Hesse,code06,-3.1
2011,m² per year,Rural areas,Hesse,code06,-2.3
2012,m² per year,Rural areas,Hesse,code06,-2.4
2013,m² per year,Rural areas,Hesse,code06,-2.1
2014,m² per year,Rural areas,Hesse,code06,-1.9
2015,m² per year,Rural areas,Hesse,code06,-2.2
2017,m² per year,Rural areas,Hesse,code06,-2.8
2018,m² per year,Rural areas,Hesse,code06,-2.8
2019,m² per year,Rural areas,Hesse,code06,-2.9
2020,m² per year,Rural areas,Hesse,code06,-2.3
2004,m² per year,,Mecklenburg Western Pomerania,code13,-18.4
2005,m² per year,,Mecklenburg Western Pomerania,code13,-18.1
2006,m² per year,,Mecklenburg Western Pomerania,code13,-16.5
2007,m² per year,,Mecklenburg Western Pomerania,code13,-15.3
2008,m² per year,,Mecklenburg Western Pomerania,code13,-16.9
2009,m² per year,,Mecklenburg Western Pomerania,code13,-17.7
2010,m² per year,,Mecklenburg Western Pomerania,code13,-17.6
2011,m² per year,,Mecklenburg Western Pomerania,code13,-15.6
2012,m² per year,,Mecklenburg Western Pomerania,code13,-11.5
2013,m² per year,,Mecklenburg Western Pomerania,code13,-8.5
2014,m² per year,,Mecklenburg Western Pomerania,code13,-8.1
2015,m² per year,,Mecklenburg Western Pomerania,code13,-7.0
2017,m² per year,,Mecklenburg Western Pomerania,code13,-9.7
2018,m² per year,,Mecklenburg Western Pomerania,code13,-6.3
2019,m² per year,,Mecklenburg Western Pomerania,code13,-5.6
2020,m² per year,,Mecklenburg Western Pomerania,code13,3.9
2009,m² per year,Non-rural areas,Mecklenburg Western Pomerania,code13,-0.1
2010,m² per year,Non-rural areas,Mecklenburg Western Pomerania,code13,-1.7
2011,m² per year,Non-rural areas,Mecklenburg Western Pomerania,code13,-1.3
2012,m² per year,Non-rural areas,Mecklenburg Western Pomerania,code13,-1.3
2013,m² per year,Non-rural areas,Mecklenburg Western Pomerania,code13,-1.5
2014,m² per year,Non-rural areas,Mecklenburg Western Pomerania,code13,-0.9
2015,m² per year,Non-rural areas,Mecklenburg Western Pomerania,code13,-3.0
2017,m² per year,Non-rural areas,Mecklenburg Western Pomerania,code13,-2.9
2018,m² per year,Non-rural areas,Mecklenburg Western Pomerania,code13,-2.7
2019,m² per year,Non-rural areas,Mecklenburg Western Pomerania,code13,-0.4
2020,m² per year,Non-rural areas,Mecklenburg Western Pomerania,code13,0.7
2009,m² per year,Rural areas,Mecklenburg Western Pomerania,code13,-19.3
2010,m² per year,Rural areas,Mecklenburg Western Pomerania,code13,-18.4
2011,m² per year,Rural areas,Mecklenburg Western Pomerania,code13,-14.6
2012,m² per year,Rural areas,Mecklenburg Western Pomerania,code13,-12.9
2013,m² per year,Rural areas,Mecklenburg Western Pomerania,code13,-9.5
2014,m² per year,Rural areas,Mecklenburg Western Pomerania,code13,-6.3
2015,m² per year,Rural areas,Mecklenburg Western Pomerania,code13,-7.6
2017,m² per year,Rural areas,Mecklenburg Western Pomerania,code13,-10.6
2018,m² per year,Rural areas,Mecklenburg Western Pomerania,code13,-9.7
2019,m² per year,Rural areas,Mecklenburg Western Pomerania,code13,-6.4
2020,m² per year,Rural areas,Mecklenburg Western Pomerania,code13,4.4
2004,m² per year,,Lower Saxony,code03,-6.6
2005,m² per year,,Lower Saxony,code03,-6.5
2006,m² per year,,Lower Saxony,code03,-6.4
2007,m² per year,,Lower Saxony,code03,-6.1
2008,m² per year,,Lower Saxony,code03,-5.3
2009,m² per year,,Lower Saxony,code03,-4.7
2010,m² per year,,Lower Saxony,code03,-4.4
2011,m² per year,,Lower Saxony,code03,-4.9
2012,m² per year,,Lower Saxony,code03,-4.8
2013,m² per year,,Lower Saxony,code03,-4.9
2014,m² per year,,Lower Saxony,code03,-5.2
2015,m² per year,,Lower Saxony,code03,-4.5
2017,m² per year,,Lower Saxony,code03,-3.1
2018,m² per year,,Lower Saxony,code03,-2.7
2019,m² per year,,Lower Saxony,code03,-2.3
2020,m² per year,,Lower Saxony,code03,-3.0
2009,m² per year,Non-rural areas,Lower Saxony,code03,-1.2
2010,m² per year,Non-rural areas,Lower Saxony,code03,-1.6
2011,m² per year,Non-rural areas,Lower Saxony,code03,-2.4
2012,m² per year,Non-rural areas,Lower Saxony,code03,-2.1
2013,m² per year,Non-rural areas,Lower Saxony,code03,-2.1
2014,m² per year,Non-rural areas,Lower Saxony,code03,-1.8
2015,m² per year,Non-rural areas,Lower Saxony,code03,-1.1
2017,m² per year,Non-rural areas,Lower Saxony,code03,-0.2
2018,m² per year,Non-rural areas,Lower Saxony,code03,-0.4
2019,m² per year,Non-rural areas,Lower Saxony,code03,-0.5
2020,m² per year,Non-rural areas,Lower Saxony,code03,-0.9
2009,m² per year,Rural areas,Lower Saxony,code03,-4.8
2010,m² per year,Rural areas,Lower Saxony,code03,-4.5
2011,m² per year,Rural areas,Lower Saxony,code03,-5.6
2012,m² per year,Rural areas,Lower Saxony,code03,-5.6
2013,m² per year,Rural areas,Lower Saxony,code03,-5.7
2014,m² per year,Rural areas,Lower Saxony,code03,-6.2
2015,m² per year,Rural areas,Lower Saxony,code03,-5.6
2017,m² per year,Rural areas,Lower Saxony,code03,-4.0
2018,m² per year,Rural areas,Lower Saxony,code03,-3.5
2019,m² per year,Rural areas,Lower Saxony,code03,-2.9
2020,m² per year,Rural areas,Lower Saxony,code03,-3.6
2004,m² per year,,North Rhine-Westphalia,code05,-3.1
2005,m² per year,,North Rhine-Westphalia,code05,-2.9
2006,m² per year,,North Rhine-Westphalia,code05,-2.9
2007,m² per year,,North Rhine-Westphalia,code05,-3.1
2008,m² per year,,North Rhine-Westphalia,code05,-2.9
2009,m² per year,,North Rhine-Westphalia,code05,-2.7
2010,m² per year,,North Rhine-Westphalia,code05,-2.5
2011,m² per year,,North Rhine-Westphalia,code05,-2.3
2012,m² per year,,North Rhine-Westphalia,code05,-2.1
2013,m² per year,,North Rhine-Westphalia,code05,-2.1
2014,m² per year,,North Rhine-Westphalia,code05,-2.0
2015,m² per year,,North Rhine-Westphalia,code05,-2.0
2017,m² per year,,North Rhine-Westphalia,code05,-0.9
2018,m² per year,,North Rhine-Westphalia,code05,-0.6
2019,m² per year,,North Rhine-Westphalia,code05,-0.6
2020,m² per year,,North Rhine-Westphalia,code05,-1.3
2009,m² per year,Non-rural areas,North Rhine-Westphalia,code05,-1.3
2010,m² per year,Non-rural areas,North Rhine-Westphalia,code05,-1.3
2011,m² per year,Non-rural areas,North Rhine-Westphalia,code05,-1.2
2012,m² per year,Non-rural areas,North Rhine-Westphalia,code05,-1.2
2013,m² per year,Non-rural areas,North Rhine-Westphalia,code05,-1.2
2014,m² per year,Non-rural areas,North Rhine-Westphalia,code05,-1.1
2015,m² per year,Non-rural areas,North Rhine-Westphalia,code05,-1.2
2017,m² per year,Non-rural areas,North Rhine-Westphalia,code05,-0.3
2018,m² per year,Non-rural areas,North Rhine-Westphalia,code05,-0.1
2019,m² per year,Non-rural areas,North Rhine-Westphalia,code05,0.1
2020,m² per year,Non-rural areas,North Rhine-Westphalia,code05,-0.3
2009,m² per year,Rural areas,North Rhine-Westphalia,code05,-3.2
2010,m² per year,Rural areas,North Rhine-Westphalia,code05,-4.1
2011,m² per year,Rural areas,North Rhine-Westphalia,code05,-4.2
2012,m² per year,Rural areas,North Rhine-Westphalia,code05,-4.4
2013,m² per year,Rural areas,North Rhine-Westphalia,code05,-4.4
2014,m² per year,Rural areas,North Rhine-Westphalia,code05,-4.0
2015,m² per year,Rural areas,North Rhine-Westphalia,code05,-3.7
2017,m² per year,Rural areas,North Rhine-Westphalia,code05,-2.1
2018,m² per year,Rural areas,North Rhine-Westphalia,code05,-2.0
2019,m² per year,Rural areas,North Rhine-Westphalia,code05,-2.3
2020,m² per year,Rural areas,North Rhine-Westphalia,code05,-3.6
2004,m² per year,,Rhineland Palatinate,code07,-5.2
2005,m² per year,,Rhineland Palatinate,code07,-5.8
2006,m² per year,,Rhineland Palatinate,code07,-5.9
2007,m² per year,,Rhineland Palatinate,code07,-6.0
2008,m² per year,,Rhineland Palatinate,code07,-4.8
2009,m² per year,,Rhineland Palatinate,code07,-3.2
2010,m² per year,,Rhineland Palatinate,code07,-2.0
2011,m² per year,,Rhineland Palatinate,code07,-1.2
2012,m² per year,,Rhineland Palatinate,code07,-0.8
2013,m² per year,,Rhineland Palatinate,code07,-1.0
2014,m² per year,,Rhineland Palatinate,code07,-1.1
2015,m² per year,,Rhineland Palatinate,code07,-0.6
2017,m² per year,,Rhineland Palatinate,code07,-0.4
2018,m² per year,,Rhineland Palatinate,code07,-0.5
2019,m² per year,,Rhineland Palatinate,code07,-1.3
2020,m² per year,,Rhineland Palatinate,code07,-1.8
2009,m² per year,Non-rural areas,Rhineland Palatinate,code07,-0.3
2010,m² per year,Non-rural areas,Rhineland Palatinate,code07,-0.7
2011,m² per year,Non-rural areas,Rhineland Palatinate,code07,-1.0
2012,m² per year,Non-rural areas,Rhineland Palatinate,code07,-1.0
2013,m² per year,Non-rural areas,Rhineland Palatinate,code07,-1.1
2014,m² per year,Non-rural areas,Rhineland Palatinate,code07,-0.9
2015,m² per year,Non-rural areas,Rhineland Palatinate,code07,-0.3
2017,m² per year,Non-rural areas,Rhineland Palatinate,code07,-0.3
2018,m² per year,Non-rural areas,Rhineland Palatinate,code07,-0.2
2019,m² per year,Non-rural areas,Rhineland Palatinate,code07,-0.2
2020,m² per year,Non-rural areas,Rhineland Palatinate,code07,-0.1
2009,m² per year,Rural areas,Rhineland Palatinate,code07,-0.7
2010,m² per year,Rural areas,Rhineland Palatinate,code07,-0.5
2011,m² per year,Rural areas,Rhineland Palatinate,code07,-0.6
2012,m² per year,Rural areas,Rhineland Palatinate,code07,-0.8
2013,m² per year,Rural areas,Rhineland Palatinate,code07,-1.0
2014,m² per year,Rural areas,Rhineland Palatinate,code07,-1.1
2015,m² per year,Rural areas,Rhineland Palatinate,code07,-0.6
2017,m² per year,Rural areas,Rhineland Palatinate,code07,-0.3
2018,m² per year,Rural areas,Rhineland Palatinate,code07,-0.6
2019,m² per year,Rural areas,Rhineland Palatinate,code07,-1.5
2020,m² per year,Rural areas,Rhineland Palatinate,code07,-2.3
2004,m² per year,,Saarland,code10,-2.6
2005,m² per year,,Saarland,code10,-2.4
2006,m² per year,,Saarland,code10,-2.4
2007,m² per year,,Saarland,code10,-2.6
2008,m² per year,,Saarland,code10,-1.9
2009,m² per year,,Saarland,code10,-2.2
2010,m² per year,,Saarland,code10,-2.7
2011,m² per year,,Saarland,code10,-2.5
2012,m² per year,,Saarland,code10,-2.5
2013,m² per year,,Saarland,code10,-2.0
2014,m² per year,,Saarland,code10,-1.3
2015,m² per year,,Saarland,code10,-1.3
2017,m² per year,,Saarland,code10,-3.2
2018,m² per year,,Saarland,code10,-3.1
2019,m² per year,,Saarland,code10,-3.1
2020,m² per year,,Saarland,code10,-0.6
2009,m² per year,Non-rural areas,Saarland,code10,-0.6
2010,m² per year,Non-rural areas,Saarland,code10,-0.6
2011,m² per year,Non-rural areas,Saarland,code10,-0.5
2012,m² per year,Non-rural areas,Saarland,code10,-0.5
2013,m² per year,Non-rural areas,Saarland,code10,-0.4
2014,m² per year,Non-rural areas,Saarland,code10,-0.3
2015,m² per year,Non-rural areas,Saarland,code10,-0.2
2017,m² per year,Non-rural areas,Saarland,code10,-0.4
2018,m² per year,Non-rural areas,Saarland,code10,-0.4
2019,m² per year,Non-rural areas,Saarland,code10,-0.4
2020,m² per year,Non-rural areas,Saarland,code10,-0.1
2009,m² per year,Rural areas,Saarland,code10,-3.9
2010,m² per year,Rural areas,Saarland,code10,-4.5
2011,m² per year,Rural areas,Saarland,code10,-3.8
2012,m² per year,Rural areas,Saarland,code10,-3.3
2013,m² per year,Rural areas,Saarland,code10,-2.7
2014,m² per year,Rural areas,Saarland,code10,-2.0
2015,m² per year,Rural areas,Saarland,code10,-1.5
2017,m² per year,Rural areas,Saarland,code10,-4.8
2018,m² per year,Rural areas,Saarland,code10,-4.4
2019,m² per year,Rural areas,Saarland,code10,-4.6
2020,m² per year,Rural areas,Saarland,code10,-0.8
2004,m² per year,,Saxony,code14,-4.3
2005,m² per year,,Saxony,code14,-3.3
2006,m² per year,,Saxony,code14,-3.1
2007,m² per year,,Saxony,code14,-4.7
2008,m² per year,,Saxony,code14,-5.6
2009,m² per year,,Saxony,code14,-7.1
2010,m² per year,,Saxony,code14,-7.6
2011,m² per year,,Saxony,code14,-6.6
2012,m² per year,,Saxony,code14,-6.3
2013,m² per year,,Saxony,code14,-4.8
2014,m² per year,,Saxony,code14,-8.7
2015,m² per year,,Saxony,code14,-6.5
2017,m² per year,,Saxony,code14,-6.5
2018,m² per year,,Saxony,code14,-2.0
2019,m² per year,,Saxony,code14,-4.0
2020,m² per year,,Saxony,code14,-4.6
2009,m² per year,Non-rural areas,Saxony,code14,-5.5
2010,m² per year,Non-rural areas,Saxony,code14,-5.7
2011,m² per year,Non-rural areas,Saxony,code14,-5.3
2012,m² per year,Non-rural areas,Saxony,code14,-4.6
2013,m² per year,Non-rural areas,Saxony,code14,-3.6
2014,m² per year,Non-rural areas,Saxony,code14,-2.5
2015,m² per year,Non-rural areas,Saxony,code14,-2.3
2017,m² per year,Non-rural areas,Saxony,code14,-1.9
2018,m² per year,Non-rural areas,Saxony,code14,-1.9
2019,m² per year,Non-rural areas,Saxony,code14,-1.7
2020,m² per year,Non-rural areas,Saxony,code14,-1.8
2009,m² per year,Rural areas,Saxony,code14,-10.3
2010,m² per year,Rural areas,Saxony,code14,-8.2
2011,m² per year,Rural areas,Saxony,code14,-7.4
2012,m² per year,Rural areas,Saxony,code14,-7.2
2013,m² per year,Rural areas,Saxony,code14,-5.3
2014,m² per year,Rural areas,Saxony,code14,-11.7
2015,m² per year,Rural areas,Saxony,code14,-8.6
2017,m² per year,Rural areas,Saxony,code14,-8.7
2018,m² per year,Rural areas,Saxony,code14,-2.1
2019,m² per year,Rural areas,Saxony,code14,-5.1
2020,m² per year,Rural areas,Saxony,code14,-6.1
2004,m² per year,,Saxony-Anhalt,code15,-18.5
2005,m² per year,,Saxony-Anhalt,code15,-23.8
2006,m² per year,,Saxony-Anhalt,code15,-26.6
2007,m² per year,,Saxony-Anhalt,code15,-23.7
2008,m² per year,,Saxony-Anhalt,code15,-14.9
2009,m² per year,,Saxony-Anhalt,code15,-5.9
2010,m² per year,,Saxony-Anhalt,code15,-0.8
2011,m² per year,,Saxony-Anhalt,code15,-0.3
2012,m² per year,,Saxony-Anhalt,code15,0.9
2013,m² per year,,Saxony-Anhalt,code15,1.0
2014,m² per year,,Saxony-Anhalt,code15,-0.3
2015,m² per year,,Saxony-Anhalt,code15,-0.8
2017,m² per year,,Saxony-Anhalt,code15,-1.8
2018,m² per year,,Saxony-Anhalt,code15,-1.1
2019,m² per year,,Saxony-Anhalt,code15,-1.6
2020,m² per year,,Saxony-Anhalt,code15,-1.2
2009,m² per year,Non-rural areas,Saxony-Anhalt,code15,1.9
2010,m² per year,Non-rural areas,Saxony-Anhalt,code15,1.2
2011,m² per year,Non-rural areas,Saxony-Anhalt,code15,0.9
2012,m² per year,Non-rural areas,Saxony-Anhalt,code15,0.9
2013,m² per year,Non-rural areas,Saxony-Anhalt,code15,0.3
2014,m² per year,Non-rural areas,Saxony-Anhalt,code15,0.7
2015,m² per year,Non-rural areas,Saxony-Anhalt,code15,0.6
2017,m² per year,Non-rural areas,Saxony-Anhalt,code15,0.5
2018,m² per year,Non-rural areas,Saxony-Anhalt,code15,-0.3
2019,m² per year,Non-rural areas,Saxony-Anhalt,code15,-1.4
