Year,Units,Federal state,GeoCode,Value
2010,Percentage,Rhineland Palatinate,code07,10.023
2011,Percentage,Rhineland Palatinate,code07,10.784
2012,Percentage,Rhineland Palatinate,code07,12.313
2013,Percentage,Rhineland Palatinate,code07,12.818
2014,Percentage,Rhineland Palatinate,code07,13.046
2015,Percentage,Rhineland Palatinate,code07,14.27
2016,Percentage,Rhineland Palatinate,code07,14.094
2017,Percentage,Rhineland Palatinate,code07,14.67
2018,Percentage,Rhineland Palatinate,code07,15.403
2019,Percentage,Rhineland Palatinate,code07,15.957
2005,Percentage,Saarland,code10,1.83
2006,Percentage,Saarland,code10,2.212
2007,Percentage,Saarland,code10,2.704
2008,Percentage,Saarland,code10,2.45
2009,Percentage,Saarland,code10,2.977
2010,Percentage,Saarland,code10,3.403
2011,Percentage,Saarland,code10,3.338
2012,Percentage,Saarland,code10,3.296
2013,Percentage,Saarland,code10,3.651
2014,Percentage,Saarland,code10,3.938
2015,Percentage,Saarland,code10,4.439
2005,Percentage,Saxony,code14,3.583
2006,Percentage,Saxony,code14,6.585
2007,Percentage,Saxony,code14,7.859
2008,Percentage,Saxony,code14,7.57
2009,Percentage,Saxony,code14,8.121
2010,Percentage,Saxony,code14,8.45
2011,Percentage,Saxony,code14,9.628
2012,Percentage,Saxony,code14,10.239
2013,Percentage,Saxony,code14,10.657
2014,Percentage,Saxony,code14,11.305
2015,Percentage,Saxony,code14,12.102
2016,Percentage,Saxony,code14,11.53
2017,Percentage,Saxony,code14,11.887
2018,Percentage,Saxony,code14,12.137
2019,Percentage,Saxony,code14,12.638
2005,Percentage,Saxony-Anhalt,code15,7.941
2006,Percentage,Saxony-Anhalt,code15,12.39
2007,Percentage,Saxony-Anhalt,code15,16.33
2008,Percentage,Saxony-Anhalt,code15,16.791
2009,Percentage,Saxony-Anhalt,code15,17.829
2010,Percentage,Saxony-Anhalt,code15,18.188
2011,Percentage,Saxony-Anhalt,code15,20.586
2012,Percentage,Saxony-Anhalt,code15,20.781
2013,Percentage,Saxony-Anhalt,code15,21.86
2014,Percentage,Saxony-Anhalt,code15,22.859
2015,Percentage,Saxony-Anhalt,code15,25.687
2016,Percentage,Saxony-Anhalt,code15,23.397
2017,Percentage,Saxony-Anhalt,code15,26.263
2018,Percentage,Saxony-Anhalt,code15,23.752
2019,Percentage,Saxony-Anhalt,code15,25.995
2020,Percentage,Saxony-Anhalt,code15,18.961
2005,Percentage,Schleswig-Holstein,code01,9.253
2006,Percentage,Schleswig-Holstein,code01,10.516
2007,Percentage,Schleswig-Holstein,code01,13.925
2008,Percentage,Schleswig-Holstein,code01,14.399
2009,Percentage,Schleswig-Holstein,code01,15.047
2010,Percentage,Schleswig-Holstein,code01,17.187
2011,Percentage,Schleswig-Holstein,code01,19.77
2012,Percentage,Schleswig-Holstein,code01,20.774
2013,Percentage,Schleswig-Holstein,code01,20.577
2014,Percentage,Schleswig-Holstein,code01,23.474
2015,Percentage,Schleswig-Holstein,code01,30.563
2016,Percentage,Schleswig-Holstein,code01,31.867
2017,Percentage,Schleswig-Holstein,code01,36.084
2018,Percentage,Schleswig-Holstein,code01,37.198
2019,Percentage,Schleswig-Holstein,code01,40.25
2020,Percentage,Schleswig-Holstein,code01,41.595
2005,Percentage,Thuringia,code16,12.43
2006,Percentage,Thuringia,code16,13.675
2007,Percentage,Thuringia,code16,16.69
2008,Percentage,Thuringia,code16,15.39
2009,Percentage,Thuringia,code16,15.007
2010,Percentage,Thuringia,code16,16.466
2011,Percentage,Thuringia,code16,17.062
2012,Percentage,Thuringia,code16,16.932
2013,Percentage,Thuringia,code16,18.048
2014,Percentage,Thuringia,code16,18.685
2015,Percentage,Thuringia,code16,19.946
2016,Percentage,Thuringia,code16,20.213
2017,Percentage,Thuringia,code16,21.184
2018,Percentage,Thuringia,code16,21.055
2019,Percentage,Thuringia,code16,21.566
