Year,Units,Bundesland,GeoCode,Value
2017,1 000 eur,bw,code08,44.2
2018,1 000 eur,bw,code08,45.0
2019,1 000 eur,bw,code08,44.8
1991,1 000 eur,by,code09,31.3
1992,1 000 eur,by,code09,31.8
1993,1 000 eur,by,code09,30.9
1994,1 000 eur,by,code09,31.2
1995,1 000 eur,by,code09,31.4
1996,1 000 eur,by,code09,31.6
1997,1 000 eur,by,code09,32.1
1998,1 000 eur,by,code09,33.3
1999,1 000 eur,by,code09,34.1
2000,1 000 eur,by,code09,35.5
2001,1 000 eur,by,code09,36.2
2002,1 000 eur,by,code09,36.3
2003,1 000 eur,by,code09,35.7
2004,1 000 eur,by,code09,36.4
2005,1 000 eur,by,code09,36.8
2006,1 000 eur,by,code09,38.2
2007,1 000 eur,by,code09,39.3
2008,1 000 eur,by,code09,39.4
2009,1 000 eur,by,code09,37.7
2010,1 000 eur,by,code09,39.6
2011,1 000 eur,by,code09,41.9
2012,1 000 eur,by,code09,42.1
2013,1 000 eur,by,code09,42.3
2014,1 000 eur,by,code09,43.1
2015,1 000 eur,by,code09,43.5
2016,1 000 eur,by,code09,44.2
2017,1 000 eur,by,code09,45.4
2018,1 000 eur,by,code09,45.6
2019,1 000 eur,by,code09,45.6
1991,1 000 eur,be,code11,28.0
1992,1 000 eur,be,code11,28.9
1993,1 000 eur,be,code11,29.7
1994,1 000 eur,be,code11,30.2
1995,1 000 eur,be,code11,30.8
1996,1 000 eur,be,code11,30.6
1997,1 000 eur,be,code11,30.3
1998,1 000 eur,be,code11,30.8
1999,1 000 eur,be,code11,31.0
2000,1 000 eur,be,code11,31.6
2001,1 000 eur,be,code11,31.7
2002,1 000 eur,be,code11,31.0
2003,1 000 eur,be,code11,30.4
2004,1 000 eur,be,code11,30.1
2005,1 000 eur,be,code11,30.7
2006,1 000 eur,be,code11,31.8
2007,1 000 eur,be,code11,32.7
2008,1 000 eur,be,code11,33.9
2009,1 000 eur,be,code11,33.5
2010,1 000 eur,be,code11,34.4
2011,1 000 eur,be,code11,35.4
2012,1 000 eur,be,code11,34.9
2013,1 000 eur,be,code11,34.5
2014,1 000 eur,be,code11,34.9
2015,1 000 eur,be,code11,35.8
2016,1 000 eur,be,code11,37.1
2017,1 000 eur,be,code11,37.8
2018,1 000 eur,be,code11,38.5
2019,1 000 eur,be,code11,39.4
1991,1 000 eur,bb,code12,12.8
1992,1 000 eur,bb,code12,14.0
1993,1 000 eur,bb,code12,15.7
1994,1 000 eur,bb,code12,17.4
1995,1 000 eur,bb,code12,18.8
1996,1 000 eur,bb,code12,19.5
1997,1 000 eur,bb,code12,19.9
1998,1 000 eur,bb,code12,20.0
1999,1 000 eur,bb,code12,20.7
2000,1 000 eur,bb,code12,21.3
2001,1 000 eur,bb,code12,21.4
2002,1 000 eur,bb,code12,21.5
2003,1 000 eur,bb,code12,21.6
2004,1 000 eur,bb,code12,22.1
2005,1 000 eur,bb,code12,22.3
2006,1 000 eur,bb,code12,23.2
2007,1 000 eur,bb,code12,23.7
2008,1 000 eur,bb,code12,24.3
2009,1 000 eur,bb,code12,23.7
2010,1 000 eur,bb,code12,24.5
2011,1 000 eur,bb,code12,24.9
2012,1 000 eur,bb,code12,25.2
2013,1 000 eur,bb,code12,25.4
2014,1 000 eur,bb,code12,26.3
2015,1 000 eur,bb,code12,26.5
2016,1 000 eur,bb,code12,26.8
2017,1 000 eur,bb,code12,27.2
2018,1 000 eur,bb,code12,27.4
2019,1 000 eur,bb,code12,27.6
1991,1 000 eur,hb,code04,38.6
1992,1 000 eur,hb,code04,38.0
1993,1 000 eur,hb,code04,36.4
1994,1 000 eur,hb,code04,37.1
1995,1 000 eur,hb,code04,37.3
1996,1 000 eur,hb,code04,37.3
1997,1 000 eur,hb,code04,38.5
1998,1 000 eur,hb,code04,39.0
1999,1 000 eur,hb,code04,39.2
2000,1 000 eur,hb,code04,41.2
2001,1 000 eur,hb,code04,42.2
2002,1 000 eur,hb,code04,42.7
2003,1 000 eur,hb,code04,43.1
2004,1 000 eur,hb,code04,43.0
2005,1 000 eur,hb,code04,43.5
2006,1 000 eur,hb,code04,45.5
2007,1 000 eur,hb,code04,46.1
2008,1 000 eur,hb,code04,46.2
2009,1 000 eur,hb,code04,41.9
2010,1 000 eur,hb,code04,44.1
2011,1 000 eur,hb,code04,45.0
2012,1 000 eur,hb,code04,46.3
2013,1 000 eur,hb,code04,45.6
2014,1 000 eur,hb,code04,45.9
2015,1 000 eur,hb,code04,45.8
2016,1 000 eur,hb,code04,46.2
2017,1 000 eur,hb,code04,46.4
2018,1 000 eur,hb,code04,46.3
2019,1 000 eur,hb,code04,46.3
1991,1 000 eur,hh,code02,49.5
1992,1 000 eur,hh,code02,48.8
1993,1 000 eur,hh,code02,48.4
1994,1 000 eur,hh,code02,48.7
1995,1 000 eur,hh,code02,49.0
1996,1 000 eur,hh,code02,50.1
1997,1 000 eur,hh,code02,52.1
1998,1 000 eur,hh,code02,53.0
1999,1 000 eur,hh,code02,53.9
2000,1 000 eur,hh,code02,55.1
2001,1 000 eur,hh,code02,57.9
2002,1 000 eur,hh,code02,58.0
2003,1 000 eur,hh,code02,56.7
2004,1 000 eur,hh,code02,57.2
2005,1 000 eur,hh,code02,58.0
2006,1 000 eur,hh,code02,58.8
2007,1 000 eur,hh,code02,59.8
2008,1 000 eur,hh,code02,61.9
2009,1 000 eur,hh,code02,59.5
2010,1 000 eur,hh,code02,59.7
2011,1 000 eur,hh,code02,59.7
2012,1 000 eur,hh,code02,59.4
2013,1 000 eur,hh,code02,60.7
2014,1 000 eur,hh,code02,60.0
2015,1 000 eur,hh,code02,61.0
2016,1 000 eur,hh,code02,61.8
2017,1 000 eur,hh,code02,61.6
2018,1 000 eur,hh,code02,62.1
2019,1 000 eur,hh,code02,63.2
1991,1 000 eur,he,code06,36.1
1992,1 000 eur,he,code06,36.1
1993,1 000 eur,he,code06,35.1
1994,1 000 eur,he,code06,35.3
1995,1 000 eur,he,code06,35.5
1996,1 000 eur,he,code06,36.1
1997,1 000 eur,he,code06,36.7
1998,1 000 eur,he,code06,37.4
1999,1 000 eur,he,code06,38.5
2000,1 000 eur,he,code06,39.7
2001,1 000 eur,he,code06,40.6
2002,1 000 eur,he,code06,39.9
2003,1 000 eur,he,code06,40.1
2004,1 000 eur,he,code06,40.1
2005,1 000 eur,he,code06,40.3
2006,1 000 eur,he,code06,41.6
2007,1 000 eur,he,code06,42.8
2008,1 000 eur,he,code06,43.1
2009,1 000 eur,he,code06,40.1
2010,1 000 eur,he,code06,41.3
2011,1 000 eur,he,code06,42.7
2012,1 000 eur,he,code06,42.2
2013,1 000 eur,he,code06,42.2
2014,1 000 eur,he,code06,42.6
2015,1 000 eur,he,code06,42.5
2016,1 000 eur,he,code06,43.2
2017,1 000 eur,he,code06,43.8
2018,1 000 eur,he,code06,44.2
2019,1 000 eur,he,code06,44.5
1991,1 000 eur,mv,code13,12.4
1992,1 000 eur,mv,code13,13.6
1993,1 000 eur,mv,code13,15.1
1994,1 000 eur,mv,code13,16.9
1995,1 000 eur,mv,code13,18.3
1996,1 000 eur,mv,code13,18.9
1997,1 000 eur,mv,code13,19.3
1998,1 000 eur,mv,code13,19.5
1999,1 000 eur,mv,code13,20.1
2000,1 000 eur,mv,code13,20.2
2001,1 000 eur,mv,code13,20.2
2002,1 000 eur,mv,code13,20.5
2003,1 000 eur,mv,code13,20.6
2004,1 000 eur,mv,code13,20.9
2005,1 000 eur,mv,code13,21.0
2006,1 000 eur,mv,code13,21.6
2007,1 000 eur,mv,code13,22.6
2008,1 000 eur,mv,code13,23.0
2009,1 000 eur,mv,code13,22.9
2010,1 000 eur,mv,code13,23.4
2011,1 000 eur,mv,code13,24.0
2012,1 000 eur,mv,code13,24.0
2013,1 000 eur,mv,code13,24.2
2014,1 000 eur,mv,code13,24.9
2015,1 000 eur,mv,code13,25.0
2016,1 000 eur,mv,code13,25.2
2017,1 000 eur,mv,code13,26.2
2018,1 000 eur,mv,code13,26.3
2019,1 000 eur,mv,code13,26.8
1991,1 000 eur,ni,code03,27.4
1992,1 000 eur,ni,code03,27.5
1993,1 000 eur,ni,code03,26.7
1994,1 000 eur,ni,code03,27.0
1995,1 000 eur,ni,code03,26.5
1996,1 000 eur,ni,code03,26.4
1997,1 000 eur,ni,code03,26.7
1998,1 000 eur,ni,code03,27.3
1999,1 000 eur,ni,code03,27.6
2000,1 000 eur,ni,code03,28.3
2001,1 000 eur,ni,code03,28.2
2002,1 000 eur,ni,code03,27.6
2003,1 000 eur,ni,code03,27.5
2004,1 000 eur,ni,code03,28.0
2005,1 000 eur,ni,code03,28.5
2006,1 000 eur,ni,code03,29.7
2007,1 000 eur,ni,code03,30.6
2008,1 000 eur,ni,code03,31.3
2009,1 000 eur,ni,code03,29.7
2010,1 000 eur,ni,code03,31.4
2011,1 000 eur,ni,code03,32.9
2012,1 000 eur,ni,code03,33.1
2013,1 000 eur,ni,code03,32.8
2014,1 000 eur,ni,code03,33.6
2015,1 000 eur,ni,code03,33.2
2016,1 000 eur,ni,code03,34.9
2017,1 000 eur,ni,code03,35.1
2018,1 000 eur,ni,code03,35.9
2019,1 000 eur,ni,code03,36.1
1991,1 000 eur,nw,code05,29.8
1992,1 000 eur,nw,code05,29.9
1993,1 000 eur,nw,code05,29.0
1994,1 000 eur,nw,code05,29.3
1995,1 000 eur,nw,code05,29.5
1996,1 000 eur,nw,code05,29.4
1997,1 000 eur,nw,code05,30.0
1998,1 000 eur,nw,code05,30.6
1999,1 000 eur,nw,code05,30.9
2000,1 000 eur,nw,code05,31.6
2001,1 000 eur,nw,code05,31.9
2002,1 000 eur,nw,code05,32.0
2003,1 000 eur,nw,code05,31.6
2004,1 000 eur,nw,code05,32.0
2005,1 000 eur,nw,code05,32.2
2006,1 000 eur,nw,code05,33.2
2007,1 000 eur,nw,code05,34.4
2008,1 000 eur,nw,code05,34.9
2009,1 000 eur,nw,code05,33.2
2010,1 000 eur,nw,code05,34.1
2011,1 000 eur,nw,code05,35.1
2012,1 000 eur,nw,code05,35.0
2013,1 000 eur,nw,code05,35.0
2014,1 000 eur,nw,code05,35.6
2015,1 000 eur,nw,code05,35.9
2016,1 000 eur,nw,code05,36.1
2017,1 000 eur,nw,code05,36.9
2018,1 000 eur,nw,code05,37.4
2019,1 000 eur,nw,code05,37.5
1991,1 000 eur,rp,code07,27.9
1992,1 000 eur,rp,code07,27.7
1993,1 000 eur,rp,code07,26.4
1994,1 000 eur,rp,code07,26.6
1995,1 000 eur,rp,code07,26.7
1996,1 000 eur,rp,code07,26.4
1997,1 000 eur,rp,code07,27.1
1998,1 000 eur,rp,code07,27.1
1999,1 000 eur,rp,code07,27.5
2000,1 000 eur,rp,code07,28.1
2001,1 000 eur,rp,code07,27.6
2002,1 000 eur,rp,code07,27.8
2003,1 000 eur,rp,code07,27.7
2004,1 000 eur,rp,code07,28.3
2005,1 000 eur,rp,code07,28.3
2006,1 000 eur,rp,code07,29.3
2007,1 000 eur,rp,code07,30.1
2008,1 000 eur,rp,code07,30.3
2009,1 000 eur,rp,code07,28.9
2010,1 000 eur,rp,code07,30.5
2011,1 000 eur,rp,code07,31.5
2012,1 000 eur,rp,code07,31.9
2013,1 000 eur,rp,code07,31.9
2014,1 000 eur,rp,code07,32.4
2015,1 000 eur,rp,code07,33.0
2016,1 000 eur,rp,code07,33.2
2017,1 000 eur,rp,code07,33.5
2018,1 000 eur,rp,code07,33.9
2019,1 000 eur,rp,code07,33.4
1991,1 000 eur,sl,code10,26.6
1992,1 000 eur,sl,code10,26.3
1993,1 000 eur,sl,code10,25.0
1994,1 000 eur,sl,code10,25.7
1995,1 000 eur,sl,code10,26.3
1996,1 000 eur,sl,code10,25.6
1997,1 000 eur,sl,code10,26.2
1998,1 000 eur,sl,code10,26.9
1999,1 000 eur,sl,code10,27.7
2000,1 000 eur,sl,code10,29.0
2001,1 000 eur,sl,code10,29.7
2002,1 000 eur,sl,code10,29.3
2003,1 000 eur,sl,code10,29.3
2004,1 000 eur,sl,code10,30.4
2005,1 000 eur,sl,code10,31.6
2006,1 000 eur,sl,code10,32.8
2007,1 000 eur,sl,code10,33.8
2008,1 000 eur,sl,code10,34.1
2009,1 000 eur,sl,code10,30.7
2010,1 000 eur,sl,code10,32.5
2011,1 000 eur,sl,code10,34.2
2012,1 000 eur,sl,code10,33.8
2013,1 000 eur,sl,code10,33.1
2014,1 000 eur,sl,code10,34.2
2015,1 000 eur,sl,code10,34.4
2016,1 000 eur,sl,code10,34.1
2017,1 000 eur,sl,code10,34.8
2018,1 000 eur,sl,code10,34.8
2019,1 000 eur,sl,code10,34.8
1991,1 000 eur,sn,code14,12.3
1992,1 000 eur,sn,code14,13.7
1993,1 000 eur,sn,code14,15.4
1994,1 000 eur,sn,code14,17.5
1995,1 000 eur,sn,code14,19.0
1996,1 000 eur,sn,code14,19.6
1997,1 000 eur,sn,code14,19.7
1998,1 000 eur,sn,code14,20.0
1999,1 000 eur,sn,code14,20.5
2000,1 000 eur,sn,code14,20.7
2001,1 000 eur,sn,code14,21.3
2002,1 000 eur,sn,code14,21.9
2003,1 000 eur,sn,code14,22.3
2004,1 000 eur,sn,code14,22.9
2005,1 000 eur,sn,code14,23.0
2006,1 000 eur,sn,code14,24.1
2007,1 000 eur,sn,code14,25.0
2008,1 000 eur,sn,code14,25.2
2009,1 000 eur,sn,code14,24.3
2010,1 000 eur,sn,code14,25.3
2011,1 000 eur,sn,code14,26.3
2012,1 000 eur,sn,code14,26.5
2013,1 000 eur,sn,code14,26.6
2014,1 000 eur,sn,code14,27.4
2015,1 000 eur,sn,code14,27.9
2016,1 000 eur,sn,code14,28.3
2017,1 000 eur,sn,code14,28.9
2018,1 000 eur,sn,code14,29.3
2019,1 000 eur,sn,code14,29.5
1991,1 000 eur,st,code15,11.9
1992,1 000 eur,st,code15,13.2
1993,1 000 eur,st,code15,15.0
1994,1 000 eur,st,code15,16.7
1995,1 000 eur,st,code15,17.5
1996,1 000 eur,st,code15,18.2
1997,1 000 eur,st,code15,18.8
1998,1 000 eur,st,code15,19.0
1999,1 000 eur,st,code15,19.5
2000,1 000 eur,st,code15,19.9
2001,1 000 eur,st,code15,20.1
2002,1 000 eur,st,code15,20.8
2003,1 000 eur,st,code15,21.0
2004,1 000 eur,st,code15,21.5
2005,1 000 eur,st,code15,21.6
2006,1 000 eur,st,code15,22.6
2007,1 000 eur,st,code15,23.4
2008,1 000 eur,st,code15,23.8
2009,1 000 eur,st,code15,22.8
2010,1 000 eur,st,code15,24.1
2011,1 000 eur,st,code15,24.2
2012,1 000 eur,st,code15,25.0
2013,1 000 eur,st,code15,25.0
2014,1 000 eur,st,code15,25.4
2015,1 000 eur,st,code15,25.7
2016,1 000 eur,st,code15,26.1
2017,1 000 eur,st,code15,26.5
2018,1 000 eur,st,code15,26.7
2019,1 000 eur,st,code15,26.9
1991,1 000 eur,sh,code01,26.1
1992,1 000 eur,sh,code01,26.1
1993,1 000 eur,sh,code01,25.5
1994,1 000 eur,sh,code01,25.6
1995,1 000 eur,sh,code01,25.9
1996,1 000 eur,sh,code01,26.0
1997,1 000 eur,sh,code01,26.4
1998,1 000 eur,sh,code01,26.5
1999,1 000 eur,sh,code01,26.6
2000,1 000 eur,sh,code01,27.1
2001,1 000 eur,sh,code01,27.4
2002,1 000 eur,sh,code01,26.7
2003,1 000 eur,sh,code01,26.5
2004,1 000 eur,sh,code01,26.9
2005,1 000 eur,sh,code01,27.0
2006,1 000 eur,sh,code01,27.7
2007,1 000 eur,sh,code01,28.0
2008,1 000 eur,sh,code01,28.8
2009,1 000 eur,sh,code01,27.8
2010,1 000 eur,sh,code01,28.1
2011,1 000 eur,sh,code01,28.9
2012,1 000 eur,sh,code01,29.6
2013,1 000 eur,sh,code01,29.3
2014,1 000 eur,sh,code01,29.7
2015,1 000 eur,sh,code01,29.9
2016,1 000 eur,sh,code01,30.3
2017,1 000 eur,sh,code01,30.9
2018,1 000 eur,sh,code01,31.3
2019,1 000 eur,sh,code01,31.6
1991,1 000 eur,th,code16,10.6
1992,1 000 eur,th,code16,12.6
1993,1 000 eur,th,code16,14.3
1994,1 000 eur,th,code16,16.2
1995,1 000 eur,th,code16,16.9
1996,1 000 eur,th,code16,17.5
1997,1 000 eur,th,code16,18.1
1998,1 000 eur,th,code16,18.6
1999,1 000 eur,th,code16,19.2
2000,1 000 eur,th,code16,19.7
2001,1 000 eur,th,code16,20.0
2002,1 000 eur,th,code16,20.2
2003,1 000 eur,th,code16,20.7
2004,1 000 eur,th,code16,21.2
2005,1 000 eur,th,code16,21.3
2006,1 000 eur,th,code16,22.3
2007,1 000 eur,th,code16,23.1
2008,1 000 eur,th,code16,23.3
2009,1 000 eur,th,code16,22.2
2010,1 000 eur,th,code16,23.6
2011,1 000 eur,th,code16,24.8
2012,1 000 eur,th,code16,24.9
2013,1 000 eur,th,code16,25.4
2014,1 000 eur,th,code16,26.4
2015,1 000 eur,th,code16,26.6
2016,1 000 eur,th,code16,27.0
2017,1 000 eur,th,code16,27.7
2018,1 000 eur,th,code16,27.8
2019,1 000 eur,th,code16,28.0
